BL_ID,Colony,Burrow,Date,Time,Media,Background,GPS,Visibility,Comment,PhotoID,Prey,Count,Confidence,BillHeight_pix,Headbill_pix,HeadLength_pix,TailLength_pix,Measure_comment
DR2_2024-08-03_06:59:00,DR,DR2,2024-08-03,06:59,Photo,N,Y,Full,,08030388.jpg,UnknownFish,2,NA,,,X,X,
DR2_2024-08-03_07:46:00,DR,DR2,2024-08-03,07:46,Photo,N,N,Full,,08030616.jpg,Capelin,1,100,,663,,599,
DR2_2024-08-03_07:46:00,DR,DR2,2024-08-03,07:46,Photo,N,N,Full,,08030616.jpg,Herring0,3,100,,663,,216,
DR2_2024-08-03_07:46:00,DR,DR2,2024-08-03,07:46,Photo,N,N,Full,,08030616.jpg,Herring0,3,100,,663,,281,
DR2_2024-08-04_18:14:00,DR,DR2,2024-08-04,18:14,Photo,N,N,Full,,08040004.jpg,Gadid,3,50,,851,,466,Proofed—1 UnknownFish added to Gadid count
DR2_2024-08-04_18:14:00,DR,DR2,2024-08-04,18:14,Photo,N,N,Full,,08040004.jpg,UnknownFish,1,NA,,851,,447,Proofed—added measurement
DR2_2024-08-04_20:42:00,DR,DR2,2024-08-04,20:42,Photo,N,N,Full,,08040029.jpg,Gadid,5,100,,750.21,,344.84,Proofed—2 UnknownFish added to Gadid count
DR2_2024-08-04_20:42:00,DR,DR2,2024-08-04,20:42,Photo,N,N,Full,,08040029.jpg,Herring0,1,50,,750.21,105.73,,
DR2_2024-08-04_21:48:00,DR,DR2,2024-08-04,21:48,Photo,N,N,Full,,08040052.jpg,Herring0,4,100,274.18,,109.55,,
DR2_2024-08-04_21:48:00,DR,DR2,2024-08-04,21:48,Photo,N,N,Full,,08040052.jpg,Herring0,3,100,274.18,,71.43,,
DR2_2024-08-05_05:33:00,DR,DR2,2024-08-05,05:33,Photo,N,N,Full,,DR2_08050083C.jpg,Herring0,2,75,,410,,149,
DR2_2024-08-05_05:33:00,DR,DR2,2024-08-05,05:33,Photo,N,N,Full,,DR2_08050083C.jpg,UnknownFish,3,NA,,410,59,255,Proofed—added measurement
DR2_2024-08-05_05:59:00,DR,DR2,2024-08-05,05:59,Photo,N,N,Full,,08050145.jpg,Gadid,6,50,,704.48,,416.76,Proofed—5 UnknownFish added to Gadid count
DR2_2024-08-05_06:47:00,DR,DR2,2024-08-05,06:47,Photo,N,N,Full,,08050317.jpg,Gadid,5,100,,855.25,,461,Facing camera
DR2_2024-08-05_18:17:00,DR,DR2,2024-08-05,18:17,Photo,N,X,Partial,,08050586.jpg,Herring0,5,100,263.93,735.62,,176.19,Proofed—4 UnknownFish added to Herring0 count
DR2_2024-08-05_18:17:00,DR,DR2,2024-08-05,18:17,Photo,N,X,Partial,,08050586.jpg,UnknownFish,2,NA,,,X,X,
DR2_2024-08-09_18:33:00,DR,DR2,2024-08-09,18:33,Photo,N,N,Full,,08090004.jpg,Gadid,7,75,,900.83,,405.64,Proofed—4 UnknownFish added to Gadid count
DR2_2024-08-10_06:07:00,DR,DR2,2024-08-10,06:07,Photo,N,N,Full,,08100061.jpg,Gadid,5,75,152.86,,62.92,171.73,
DR2_2024-08-10_07:49:00,DR,DR2,2024-08-10,07:49,Photo,N,X,Full,,08100502.jpg,Gadid,5,50,,809.34,,297.05,Facing camera; Proofed—3 UnknownFish added to Gadid count
DR2_2024-08-10_07:49:00,DR,DR2,2024-08-10,07:49,Photo,N,X,Full,,08100502.jpg,Unknown,1,NA,,,X,X,
DR2_2024-08-10_09:55:00,DR,DR2,2024-08-10,09:55,Photo,N,Y,Full,,08100020.jpg,Herring0,6,75,X,X,,,Proofed—4 UnknownFish added to Herring0 count
DR2_2024-08-10_14:25:00,DR,DR2,2024-08-10,14:25,Photo,N,Y,Full,,08100340.jpg,Herring0,8,100,,789,,377,Proofed—4 UnknownFish added to Herring0 count
DR2_2024-08-10_15:53:00,DR,DR2,2024-08-10,15:53,Photo,N,Y,Full,,08100757.jpg,Gadid,4,75,,651.42,,264.67,
DR2_2024-08-10_15:53:00,DR,DR2,2024-08-10,15:53,Photo,N,Y,Full,,08100757.jpg,Gadid,1,75,,651.42,,460.28,
DR2_2024-08-10_16:08:00,DR,DR2,2024-08-10,16:08,Photo,N,X,Full,,08100829.jpg,Gadid,4,100,,720.58,,381.12,Facing camera
DR2_2024-08-10_16:08:00,DR,DR2,2024-08-10,16:08,Photo,N,X,Full,,08100829.jpg,Unknown,1,NA,,,X,X,
DR2_2024-08-10_19:12:00,DR,DR2,2024-08-10,19:12,Photo,N,N,Full,,08100682.jpg,Herring0,6,100,,474.66,,309.9,Proofed—1 UnknownFish added to Herring0 count
DR2_2024-08-10_20:06:00,DR,DR2,2024-08-10,20:06,Photo,N,X,Full,,08100848.jpg,Herring0,4,100,272.59,,,284.52,
DR2_2024-08-11_07:29:00,DR,DR2,2024-08-11,07:29,Photo,N,Y,Full,,08110715.jpg,Herring0,5,50,,698.02,97.74,,Proofed—3 Unknown added to Herring0 count
DR2_2024-08-11_08:21:00,DR,DR2,2024-08-11,08:21,Video,N,N,Full,,08110783.mov,Herring0,5,100,111.76,,,123.96,
DR2_2024-08-11_08:21:00,DR,DR2,2024-08-11,08:21,Video,N,N,Full,,08110783.mov,Sandlance,1,100,111.76,,,175.75,
DR2_2024-08-11_11:42:00,DR,DR2,2024-08-11,11:42,Photo,N,X,Full,,08110428.jpg,Gadid,6,100,,673.6,,232.28,Proofed—4 UnknownFish added to Gadid count
DR2_2024-08-13_07:52:00,DR,DR2,2024-08-13,07:52,Photo,N,N,Full,,08130581.jpg,Gadid,2,75,218.06,,168.57,,
DR2_2024-08-13_11:55:00,DR,DR2,2024-08-13,11:55,Photo,N,N,Partial,,08130736.jpg,Herring0,6,100,X,X,,,Proofed—3 UnknownFish added to Herring0 count
DR2_2024-08-13_13:11:00,DR,DR2,2024-08-13,13:11,Photo,N,X,Full,,08130904.jpg,Herring0,5,100,,846.55,,253.34,Proofed—1 UnknownFish added to Herring0 count
DR2_2024-08-13_13:11:00,DR,DR2,2024-08-13,13:11,Photo,N,X,Full,,08130904.jpg,Herring0,1,100,,846.55,,335.57,
DR2_2024-08-13_13:24:00,DR,DR2,2024-08-13,13:24,Photo,N,N,Full,,08130916.jpg,Herring0,8,100,,801.6,,330.51,
DR2_2024-08-13_13:50:00,DR,DR2,2024-08-13,13:50,Photo,N,X,Full,,08130925.jpg,Herring0,8,100,,974.51,,291.01,Proofed—2 UnknownFish added to Herring0 count
DR2_2024-08-13_14:20:00,DR,DR2,2024-08-13,14:20,Photo,N,N,Full,,08130952.jpg,Herring0,7,100,,870.08,,332.13,
DR2_2024-08-13_14:37:00,DR,DR2,2024-08-13,14:37,Photo,N,X,Full,,08130964.jpg,Herring0,7,100,,886.14,,266.89,
DR2_2024-08-13_15:18:00,DR,DR2,2024-08-13,15:18,Photo,N,N,Full,,08130973.jpg,Herring0,7,100,,915.27,,257.08,
DR2_2024-08-13_15:18:00,DR,DR2,2024-08-13,15:18,Photo,N,N,Full,,08130973.jpg,Sandlance,1,100,,915.27,,428.06,
DR2_2024-08-14_06:50:00,DR,DR2,2024-08-14,06:50,Video,N,Y,Full,,08140315.mov,Capelin,2,75,,185,,86,
DR2_2024-08-14_06:50:00,DR,DR2,2024-08-14,06:50,Video,N,Y,Full,,08140315.mov,Gadid,4,50,,185,34,,Proofed—2 UnknownFish added to Gadid count
DR20_2024-07-11_12:15:00,DR,DR20,2024-07-11,12:15,Photo,N,N,Full,,07110113.jpg,Gadid,4,75,276.08,,,269.9,
DR20_2024-07-11_16:56:00,DR,DR20,2024-07-11,16:56,Photo,N,N,Partial,,07110281.jpg,Gadid,2,100,230.92,,,316.28,
DR20_2024-07-12_05:12:00,DR,DR20,2024-07-12,05:12,Photo,N,N,Full,,07120403.jpg,UnknownFish,1,NA,323.93,,,396.77,
DR20_2024-07-12_05:42:00,DR,DR20,2024-07-12,05:42,Photo,N,N,Full,,07120410.jpg,Unknown,1,NA,,,X,X,
DR20_2024-07-12_17:21:00,DR,DR20,2024-07-12,17:21,Photo,N,N,Full,,07120448.jpg,Gadid,3,50,326.3,,,332.7,Proofed—2 UnknownFish added to Gadid count
DR20LR_2024-07-14_12:20:00,DR,DR20LR,2024-07-14,12:20,Video,N,N,Full,Burrow to lower right of DR20,07140669.mov,UnknownFish,1,NA,78.55,,,54.78,Proofed—Unknown to UnknownFish
DR20LR_2024-07-15_07:16:00,DR,DR20LR,2024-07-15,07:16,Photo,N,N,Full,Burrow to lower right of DR20,07150141.mov,Gadid,2,100,135.05,,,117.54,
DR20LR_2024-07-15_07:16:00,DR,DR20LR,2024-07-15,07:16,Photo,N,N,Full,Burrow to lower right of DR20,07150141.mov,Gadid,1,100,135.05,,,185.12,
DR20LR_2024-07-15_17:06:00,DR,DR20LR,2024-07-15,17:06,Video,N,N,Full,Burrow to lower right of DR20,07150807.mov,Gadid,4,100,99.15,,,104.85,
DR20_2024-07-16_20:02:00,DR,DR20,2024-07-16,20:02,Photo,N,N,Full,,07160962.jpg,UnknownFish,3,NA,318.15,,,367.83,
DR20_2024-07-18_05:31:00,DR,DR20,2024-07-18,05:31,Video,N,N,Full,,07180126.mov,UnknownFish,3,NA,100.34,,,77.76,
DR20LR_2024-07-18_12:42:00,DR,DR20LR,2024-07-18,12:42,Video,N,N,Full,Burrow to lower right of DR20,07180846.mov,UnknownFish,3,NA,142.1,,,115.93,
DR20_2024-07-18_12:57:00,DR,DR20,2024-07-18,12:57,Photo,N,N,Full,Gull steals bill load,07180865.jpg,Gadid,5,100,247.4,,,346.36,
DR20_2024-07-18_13:01:00,DR,DR20,2024-07-18,13:01,Video,N,N,Full,,07180870.mov,Gadid,4,75,116.95,,,147.07,
DR20LR_2024-07-18_15:10:00,DR,DR20LR,2024-07-18,15:10,Photo,N,N,Partial,Burrow to lower right of DR20,07180071.jpg,UnknownFish,1,NA,X,X,,,
DR20_2024-07-18_18:36:00,DR,DR20,2024-07-18,18:36,Video,N,N,Full,,07180285.mov,Gadid,1,100,107.41,,,196.42,
DR20_2024-07-18_18:36:00,DR,DR20,2024-07-18,18:36,Video,N,N,Full,,07180285.mov,Gadid,2,100,107.41,,,141.52,
DR20_2024-07-18_18:36:00,DR,DR20,2024-07-18,18:36,Video,N,N,Full,,07180285.mov,Gadid,1,100,107.41,,,163.78,
DR20_2024-07-19_05:31:00,DR,DR20,2024-07-19,05:31,Photo,N,N,Full,,07190330.mov,Greenling,3,50,59,,,70,Proofed—UnknownFish to Greenling
DR21_2024-07-16_07:18:00,DR,DR21,2024-07-16,07:18,Photo,N,N,Full,,07160467.jpg,Unknown,1,NA,X,X,,,
DR21_2024-07-17_07:55:00,DR,DR21,2024-07-17,07:55,Photo,N,N,Full,Same adult at 8:01,07170019.jpg,Gadid,4,100,416.7,,,567.17,
DR21_2024-07-17_11:29:00,DR,DR21,2024-07-17,11:29,Video,N,N,Full,,07170111.mov,Gadid,4,100,72,,,89,Proofed—added measurement (estimated because part of bill offscreen)
DR21_2024-07-17_22:42:00,DR,DR21,2024-07-17,22:42,Photo,N,N,Full,,07170412.jpg,Gadid,3,50,166.93,,,274.75,Proofed—UnknownFish to Gadid
DR21_2024-07-18_06:02:00,DR,DR21,2024-07-18,06:02,Photo,N,N,Full,,07180619.jpg,UnknownFish,4,NA,431.81,,,450.56,Proofed—Unknown to UnknownFish
DR21_2024-07-18_07:50:00,DR,DR21,2024-07-18,07:50,Photo,N,N,Full,,07180886.jpg,UnknownFish,2,NA,333.77,,,261.28,
DR21_2024-07-18_12:36:00,DR,DR21,2024-07-18,12:36,Photo,N,N,Full,,07180721.jpg,Gadid,7,75,358.87,,,515.48,
DR21_2024-07-18_21:32:00,DR,DR21,2024-07-18,21:32,Photo,N,N,Full,,07180989.jpg,Gadid,3,100,,949.91,,450.03,Proofed—1 UnknownFish added to Gadid count
DR21_2024-07-19_10:07:00,DR,DR21,2024-07-19,10:07,Photo,N,N,Full,,07190511.jpg,Gadid,3,100,460.83,,,647,
DR21_2024-07-19_11:55:00,DR,DR21,2024-07-19,11:55,Photo,N,N,Full,,07190532.jpg,Gadid,6,75,394.59,,,642.44,
DR21_2024-07-19_18:50:00,DR,DR21,2024-07-19,18:50,Photo,N,N,Full,,07190038.jpg,Greenling,1,100,439.44,,,747.24,
DR21_2024-07-20_07:46:00,DR,DR21,2024-07-20,07:46,Photo,N,N,Full,Adult captured immediately after entry for GPS deployment,07200316.jpg,Gadid,5,100,,780.58,,254.57,
DR21_2024-07-21_05:52:00,DR,DR21,2024-07-21,05:52,Photo,N,Y,Full,,07210154.jpg,Capelin,1,100,463.84,,,1157.07,
DR21_2024-07-21_05:52:00,DR,DR21,2024-07-21,05:52,Photo,N,Y,Full,,07210154.jpg,Prowfish,1,50,463.84,,,693.54,Proofed—UnknownFish to Prowfish
DR21_2024-07-21_05:52:00,DR,DR21,2024-07-21,05:52,Photo,N,Y,Full,,07210154.jpg,UnknownFish,1,NA,463.84,,,354.63,
DR21_2024-07-22_10:10:00,DR,DR21,2024-07-22,10:10,Photo,N,Y,Full,,07220638.jpg,Gadid,2,100,340.92,,,509.45,
DR21_2024-07-22_10:10:00,DR,DR21,2024-07-22,10:10,Photo,N,Y,Full,,07220638.jpg,UnknownFish,3,NA,340.92,,,223.46,
DR21_2024-07-22_11:34:00,DR,DR21,2024-07-22,11:34,Photo,N,Y,Full,,07220689.jpg,Gadid,5,75,382.46,,,466.85,
DR21_2024-07-22_13:13:00,DR,DR21,2024-07-22,13:13,Photo,N,Y,Full,,07220797.jpg,Gadid,4,75,396.38,,,370.54,
DR21_2024-07-22_13:13:00,DR,DR21,2024-07-22,13:13,Photo,N,Y,Full,,07220797.jpg,Gadid,1,75,396.38,,,575.42,
DR21_2024-07-22_18:37:00,DR,DR21,2024-07-22,18:37,Photo,N,Y,Full,,07220287.jpg,Gadid,1,100,436.49,,,505.45,
DR21_2024-07-22_18:37:00,DR,DR21,2024-07-22,18:37,Photo,N,Y,Full,,07220287.jpg,Prowfish,1,100,436.49,,,707.85,
DR21_2024-07-22_18:37:00,DR,DR21,2024-07-22,18:37,Photo,N,Y,Full,,07220287.jpg,Sandlance,1,75,436.49,,,660.88,
DR21_2024-07-22_21:59:00,DR,DR21,2024-07-22,21:59,Video,N,Y,Full,,07220430.mov,Gadid,1,100,158.82,,,208.93,
DR21_2024-07-22_21:59:00,DR,DR21,2024-07-22,21:59,Video,N,Y,Full,,07220430.mov,Gadid,4,100,158.82,,,161.04,
DR21_2024-07-23_12:45:00,DR,DR21,2024-07-23,12:45,Photo,N,Y,Full,,07230127.jpg,Gadid,6,100,429.91,,,781.61,Proofed—2 UnknownFish added to Gadid count
DR21_2024-07-24_08:03:00,DR,DR21,2024-07-24,08:03,Photo,N,Y,Partial,,07240305.jpg,Gadid,4,100,480,,,600,Proofed—added measurement (estimated because part of bill offscreen)
DR21_2024-07-24_10:12:00,DR,DR21,2024-07-24,10:12,Photo,N,Y,Full,,07240397.jpg,Gadid,6,100,404.09,,,548.3,
DR21_2024-07-24_12:57:00,DR,DR21,2024-07-24,12:57,Photo,N,Y,Partial,,07240511.jpg,Gadid,3,100,X,X,,,
DR21_2024-07-24_21:27:00,DR,DR21,2024-07-24,21:27,Photo,N,N,Full,,07240652.jpg,Herring0,1,75,374,,119,,
DR21_2024-07-24_21:27:00,DR,DR21,2024-07-24,21:27,Photo,N,N,Full,,07240652.jpg,Squid,1,50,374,,335,,Proofed—Unknown to Squid
DR21_2024-07-24_21:27:00,DR,DR21,2024-07-24,21:27,Photo,N,N,Full,,07240652.jpg,UnknownFish,6,NA,374,,,300,
DR23_2024-07-16_11:27:00,DR,DR23,2024-07-16,11:27,Photo,N,N,Full,,07160463.jpg,Sandlance,6,50,623,,,522,
DR23_2024-07-16_22:01:00,DR,DR23,2024-07-16,22:01,Photo,N,N,Full,,07160631.jpg,Gadid,1,75,588.91,,,612.32,
DR23_2024-07-16_22:01:00,DR,DR23,2024-07-16,22:01,Photo,N,N,Full,,07160631.jpg,Sandlance,1,50,588.91,,,744.31,
DR23_2024-07-18_08:28:00,DR,DR23,2024-07-18,08:28,Photo,N,N,Partial,,07180595.jpg,Gadid,1,NA,541.13,,220.08,,Proofed—UnknownFish to Gadid
DR23_2024-07-20_17:35:00,DR,DR23,2024-07-20,17:35,Photo,N,N,Full,,07200640.jpg,UnknownFish,1,NA,X,X,,,
DR23_2024-07-21_16:54:00,DR,DR23,2024-07-21,16:54,Video,N,N,Full,Adult comes back out with bill load at 16:57,07210598.jpg,Herring0,8,50,574.81,,,653.55,
DR23_2024-07-22_12:58:00,DR,DR23,2024-07-22,12:58,Photo,N,N,Partial,,07220616.jpg,UnknownFish,1,NA,493,,,497.67,
DR23_2024-07-22_21:44:00,DR,DR23,2024-07-22,21:44,Photo,N,N,Partial,,07220421.jpg,UnknownFish,2,NA,X,X,,,
DR23_2024-07-23_14:47:00,DR,DR23,2024-07-23,14:47,Photo,N,N,Partial,,07230625.jpg,UnknownFish,1,NA,X,X,,,
DR23_2024-07-24_05:40:00,DR,DR23,2024-07-24,05:40,Photo,N,N,Full,,07240743.jpg,Gadid,3,75,648.21,,,790.82,
DR23_2024-07-24_07:28:00,DR,DR23,2024-07-24,07:28,Photo,N,N,Full,,07240949.jpg,Herring0,4,50,533.69,,,515.84,Proofed—2 UnknownFish added to Herring0 count
DR23_2024-07-24_10:34:00,DR,DR23,2024-07-24,10:34,Photo,N,N,Partial,,07240554.jpg,UnknownFish,1,NA,X,X,,,
DR23_2024-07-25_05:47:00,DR,DR23,2024-07-25,05:47,Photo,N,N,Full,,07250163.jpg,Gadid,2,50,578.46,,,579.02,Proofed—BillHeight and Headbill switched
DR23_2024-07-25_09:35:00,DR,DR23,2024-07-25,09:35,Photo,N,N,Full,,07250637.jpg,Gadid,6,100,,1037.17,,630.16,Facing camera
DR23_2024-07-25_12:27:00,DR,DR23,2024-07-25,12:27,Photo,N,N,Full,,07250145.jpg,Sandlance,2,75,415.38,,,848.24,
DR23_2024-07-25_12:27:00,DR,DR23,2024-07-25,12:27,Photo,N,N,Full,,07250145.jpg,Gadid,1,50,415.38,,,467.31,
DR23_2024-07-25_15:15:00,DR,DR23,2024-07-25,15:15,Photo,N,N,Partial,,07250436.jpg,Sandlance,2,50,472,,,937,Proofed—1 UnknownFish added to Sandlance count
DR23_2024-07-29_12:19:00,DR,DR23,2024-07-29,12:19,Photo,N,N,Full,,07290544.jpg,UnknownFish,2,NA,587.98,,,410.69,Proofed—1 Unknown added to UnknownFish count
DR23_2024-07-29_12:19:00,DR,DR23,2024-07-29,12:19,Photo,N,N,Full,,07290544.jpg,Sandlance,1,50,587.98,,,562.96,
DR23_2024-07-29_15:58:00,DR,DR23,2024-07-29,15:58,Photo,N,N,Full,,07290970.jpg,Sandlance,2,75,626.84,,,547.69,
DR23_2024-07-29_15:58:00,DR,DR23,2024-07-29,15:58,Photo,N,N,Full,,07290970.jpg,Sandlance,1,75,626.84,,,667.29,Proofed—1 UnknownFish added to Sandlance count
DR23_2024-07-29_15:58:00,DR,DR23,2024-07-29,15:58,Photo,N,N,Full,,07290970.jpg,UnknownFish,1,NA,,,X,X,
DR23_2024-07-29_17:11:00,DR,DR23,2024-07-29,17:11,Photo,N,N,Partial,,07290295.jpg,UnknownFish,2,NA,X,X,,,
DR23_2024-07-31_11:06:00,DR,DR23,2024-07-31,11:06,Photo,N,N,Partial,,07310535.jpg,UnknownFish,2,NA,X,X,,,
DR23_2024-07-31_13:13:00,DR,DR23,2024-07-31,13:13,Photo,N,N,Partial,,07310652.jpg,Gadid,3,50,X,X,,,Proofed—2 UnknownFish added to Gadid count
DR23_2024-07-31_18:14:00,DR,DR23,2024-07-31,18:14,Photo,N,N,Full,,07310751.jpg,UnknownFish,4,NA,,,X,X,
DR23_2024-08-01_19:40:00,DR,DR23,2024-08-01,19:40,Photo,N,N,Full,,08010616.jpg,Gadid,2,50,717.87,,,814.84,Proofed—1 Unknown added to Gadid count
DR23_2024-08-01_19:40:00,DR,DR23,2024-08-01,19:40,Photo,N,N,Full,,08010616.jpg,Sandlance,1,50,717.87,,,733.57,
DR23_2024-08-03_19:07:00,DR,DR23,2024-08-03,19:07,Photo,N,Y,Partial,,08030340.jpg,UnknownFish,2,NA,X,X,,,
DR23_2024-08-05_11:49:00,DR,DR23,2024-08-05,11:49,Photo,N,X,Full,,08050802.jpg,Gadid,4,100,655.22,,,673.55,
DR23_2024-08-06_06:07:00,DR,DR23,2024-08-06,06:07,Photo,N,Y,Full,,08060977.jpg,Gadid,1,50,630.68,,,893.55,
DR23_2024-08-06_06:07:00,DR,DR23,2024-08-06,06:07,Photo,N,Y,Full,,08060977.jpg,Herring0,1,75,630.68,,,389.72,
DR23_2024-08-06_13:11:00,DR,DR23,2024-08-06,13:11,Photo,N,N,Partial,,08060502.jpg,UnknownFish,4,NA,X,X,,,
DR23_2024-08-07_09:12:00,DR,DR23,2024-08-07,09:12,Photo,N,X,Partial,,08070454.jpg,UnknownFish,4,NA,583.26,,234.56,,
DR23_2024-08-07_20:38:00,DR,DR23,2024-08-07,20:38,Photo,N,X,Full,,08070352.jpg,Unknown,2,NA,,,X,X,
DR23_2024-08-07_20:38:00,DR,DR23,2024-08-07,20:38,Photo,N,X,Full,,08070352.jpg,UnknownFish,1,NA,,,X,X,
DR23_2024-08-07_20:48:00,DR,DR23,2024-08-07,20:48,Photo,N,X,Partial,,08070409.jpg,Herring0,4,50,,1861,,495,Proofed—2 UnknownFish added to Herring0 count
DR23_2024-08-07_20:48:00,DR,DR23,2024-08-07,20:48,Photo,N,X,Partial,,08070409.jpg,Sandlance,3,50,,1861,,630,Proofed—UnknownFish to Sandlance
DR23_2024-08-09_12:59:00,DR,DR23,2024-08-09,12:59,Photo,N,Y,Full,,08090575.jpg,Herring0,7,50,556.42,,,486.05,
DR23_2024-08-10_09:07:00,DR,DR23,2024-08-10,09:07,Photo,N,N,Partial,,08100262.jpg,UnknownFish,2,NA,X,X,,,
DR23_2024-08-10_14:43:00,DR,DR23,2024-08-10,14:43,Photo,N,X,Full,,08100964.jpg,Gadid,3,100,857.19,,430.26,,
DR23_2024-08-10_15:37:00,DR,DR23,2024-08-10,15:37,Photo,N,Y,Full,,08100064.jpg,Herring0,4,75,,969.22,,403.55,Proofed—2 UnknownFish added to Herring0 count
DR23_2024-08-10_15:37:00,DR,DR23,2024-08-10,15:37,Photo,N,Y,Full,,08100064.jpg,Sandlance,1,75,,969.22,,896.49,
DR23_2024-08-10_18:06:00,DR,DR23,2024-08-10,18:06,Photo,N,X,Full,,08100391.jpg,Gadid,5,50,672.19,,,764.8,
DR23_2024-08-10_19:50:00,DR,DR23,2024-08-10,19:50,Photo,N,Y,Partial,,08100490.jpg,Herring0,1,100,X,X,,,
DR23_2024-08-11_09:41:00,DR,DR23,2024-08-11,09:41,Photo,N,Y,Partial,,08110691.jpg,UnknownFish,1,NA,X,X,,,
DR23_2024-08-11_13:13:00,DR,DR23,2024-08-11,13:13,Photo,N,N,Full,,08110872.jpg,Gadid,3,50,826,,,1010,
DR23_2024-08-11_13:13:00,DR,DR23,2024-08-11,13:13,Photo,N,N,Full,,08110872.jpg,Herring0,1,50,826,,,538,Proofed—adjusted tail length
DR23_2024-08-14_09:30:00,DR,DR23,2024-08-14,09:30,Photo,N,N,Full,,08140673.jpg,Herring0,5,75,488.56,,204.62,,
DR24_2024-07-19_18:47:00,DR,DR24,2024-07-19,18:47,Photo,N,N,Full,,07190008.jpg,Herring0,6,50,245.83,,,166.61,
DR24_2024-07-19_22:29:00,DR,DR24,2024-07-19,22:29,Photo,N,N,Full,,07190368.jpg,Gadid,2,100,284.54,,,309.33,
DR24_2024-07-19_22:29:00,DR,DR24,2024-07-19,22:29,Photo,N,N,Full,,07190368.jpg,Gadid,2,100,284.54,,,379.64,
DR24_2024-07-20_10:37:00,DR,DR24,2024-07-20,10:37,Photo,N,N,Full,,07200422.jpg,Prowfish,1,100,285.25,,,716.83,
DR24_2024-07-20_10:37:00,DR,DR24,2024-07-20,10:37,Photo,N,N,Full,,07200422.jpg,Unknown,2,NA,,,X,X,
DR24_2024-07-20_12:43:00,DR,DR24,2024-07-20,12:43,Photo,N,N,Full,,07200505.jpg,Gadid,4,100,280.2,,,366.55,
DR24_2024-07-20_17:10:00,DR,DR24,2024-07-20,17:10,Photo,N,N,Full,,07200025.jpg,Gadid,5,75,275.04,,,229.76,
DR24_2024-07-20_18:59:00,DR,DR24,2024-07-20,18:59,Photo,N,N,Full,,07200218.jpg,Gadid,5,100,279.85,,,416.9,
DR24_2024-07-20_22:19:00,DR,DR24,2024-07-20,22:19,Photo,N,N,Full,,07200343.jpg,Herring0,6,50,260.74,,,209.92,
DR24_2024-07-21_07:08:00,DR,DR24,2024-07-21,07:08,Photo,N,N,Full,,07210515.jpg,Sandlance,1,75,287,,,745,
DR24_2024-07-21_07:08:00,DR,DR24,2024-07-21,07:08,Photo,N,N,Full,,07210515.jpg,Prowfish,1,50,287,,,503.16,
DR24_2024-07-21_07:08:00,DR,DR24,2024-07-21,07:08,Photo,N,N,Full,,07210515.jpg,Unknown,1,NA,,,X,X,
DR24_2024-07-21_11:27:00,DR,DR24,2024-07-21,11:27,Photo,N,N,Full,,07210988.jpg,Gadid,3,100,,1015.1,,542.5,
DR24_2024-07-21_11:27:00,DR,DR24,2024-07-21,11:27,Photo,N,N,Full,,07210988.jpg,Prowfish,1,50,,1015.1,,664.42,
DR24_2024-07-21_12:58:00,DR,DR24,2024-07-21,12:58,Photo,N,N,Full,,07210142.jpg,Gadid,2,100,,954.66,,426.43,
DR24_2024-07-21_12:58:00,DR,DR24,2024-07-21,12:58,Photo,N,N,Full,,07210142.jpg,Prowfish,1,100,,954.66,,812.54,
DR24_2024-07-21_17:45:00,DR,DR24,2024-07-21,17:45,Photo,N,N,Full,,07210295.jpg,Prowfish,2,100,348.32,,,849.87,
DR24_2024-07-21_21:30:00,DR,DR24,2024-07-21,21:30,Photo,N,N,Full,,07210358.jpg,Gadid,2,100,365.87,,,517.28,
DR24_2024-07-21_21:55:00,DR,DR24,2024-07-21,21:55,Photo,N,N,Full,,07210382.jpg,Sandlance,1,50,360.57,,,373.43,
DR24_2024-07-21_21:55:00,DR,DR24,2024-07-21,21:55,Photo,N,N,Full,,07210382.jpg,UnknownFish,1,NA,,,X,X,
DR24_2024-07-22_11:01:00,DR,DR24,2024-07-22,11:01,Video,N,N,Full,,0722085.mov,Capelin,1,75,149.49,,,237.55,
DR24_2024-07-22_11:01:00,DR,DR24,2024-07-22,11:01,Video,N,N,Full,,0722085.mov,Gadid,4,100,149.49,,,151.73,
DR24_2024-07-23_08:08:00,DR,DR24,2024-07-23,08:08,Photo,N,N,Full,,07230011.jpg,Herring0,6,75,203,,,125,Proofed—2 UnknownFish added to Herring0 count
DR24_2024-07-23_08:08:00,DR,DR24,2024-07-23,08:08,Photo,N,N,Full,,07230011.jpg,UnknownFish,1,NA,203,,,170,
DR24_2024-07-23_09:11:00,DR,DR24,2024-07-23,09:11,Photo,N,N,Full,Attacked by gull,07230040.jpg,UnknownFish,3,NA,234,,,113,Proofed—added measurement
DR24_2024-07-23_13:50:00,DR,DR24,2024-07-23,13:50,Photo,N,N,Full,,07230422.jpg,Gadid,4,100,340.76,,,460.19,Proofed—1 UnknownFish added to Gadid count
DR24_2024-07-23_14:41:00,DR,DR24,2024-07-23,14:41,Photo,N,N,Full,,07230427.jpg,Gadid,5,75,361.46,,,501.2,
DR24_2024-07-23_15:43:00,DR,DR24,2024-07-23,15:43,Photo,N,N,Partial,,07230455.jpg,Gadid,4,50,356.88,,,443.25,Proofed—UnknownFish to Gadid
