BL_ID,Colony,Burrow,Date,Time,Media,Background,GPS,Visibility,Comment,PhotoID,Prey,Count,Confidence,BillHeight_pix,Headbill_pix,HeadLength_pix,TailLength_pix,Measure_comment
EC20_2024-08-11_07:17:00,EC,EC20,2024-08-11,07:17,Photo,N,N,Partial,,08110159.MOV,UnknownFish,3,NA,,,X,X,
EC20_2024-08-11_09:05:00,EC,EC20,2024-08-11,09:05,Photo,N,N,Partial,,08110307.JPG,Unknown,2,NA,,,X,X,
EC20_2024-08-12_06:54:00,EC,EC20,2024-08-12,06:54,Photo,N,N,Partial,,08120790.JPG,UnknownFish,2,NA,544,,,870,
EC20_2024-08-12_08:00:00,EC,EC20,2024-08-12,08:00,Photo,N,N,Full,,08120808.JPG,Herring0,6,50,587,,,767,
EC20_2024-08-12_08:27:00,EC,EC20,2024-08-12,08:27,Photo,N,N,Full,,08120814.JPG,Sandlance,4,75,563,,282,913,2 UnknownFish added to Sandlance count
EC25_2024-07-11_09:32:00,EC,EC25,2024-07-11,09:32,Photo,N,N,Full,,07110418.JPG,Gadid,3,75,405,,,383,
EC25_2024-07-13_15:30:00,EC,EC25,2024-07-13,15:30,Photo,N,N,Full,,07130136.JPG,Unknown,1,NA,,,X,X,
EC25_2024-07-13_15:30:00,EC,EC25,2024-07-13,15:30,Photo,N,N,Full,,07130136.JPG,UnknownFish,2,NA,,,X,X,
EC25_2024-07-13_22:44:00,EC,EC25,2024-07-13,22:44,Photo,N,N,Full,,07130365.JPG,Gadid,2,50,X,X,,,
EC25_2024-07-14_05:05:00,EC,EC25,2024-07-14,05:05,Photo,N,N,Full,,07140395.JPG,Herring0,6,50,224,,,131,UnknownFish to Herring0
EC25_2024-07-14_09:07:00,EC,EC25,2024-07-14,09:07,Photo,N,N,Full,,07140499.JPG,Gadid,4,100,400,,,424,
EC25_2024-07-14_16:46:00,EC,EC25,2024-07-14,16:46,Photo,N,N,Full,,07140598.JPG,Gadid,4,100,404,,,565,
EC25_2024-07-14_17:14:00,EC,EC25,2024-07-14,17:14,Photo,N,N,Partial,,07140604.JPG,UnknownFish,1,NA,344,,,381,
EC25_2024-07-15_22:48:00,EC,EC25,2024-07-15,22:48,Photo,N,N,Full,,07150337.JPG,Gadid,2,50,,,X,X,
EC25_2024-07-16_07:42:00,EC,EC25,2024-07-16,07:42,Photo,N,N,Full,,07160538.JPG,Gadid,4,100,428,,,630,
EC25_2024-07-16_13:21:00,EC,EC25,2024-07-16,13:21,Photo,N,N,Full,,07160499.JPG,Gadid,5,100,413,,,512,
EC25_2024-07-17_05:27:00,EC,EC25,2024-07-17,05:27,Photo,N,N,Full,,07170100.JPG,Herring0,8,75,458,,,331,
EC25_2024-07-18_05:04:00,EC,EC25,2024-07-18,05:04,Photo,N,N,Full,,07180515.JPG,Herring0,7,75,474,,,418,
EC25_2024-07-18_06:40:00,EC,EC25,2024-07-18,06:40,Photo,N,N,Full,,07180610.JPG,Gadid,5,100,431,,,537,
EC25_2024-07-18_10:14:00,EC,EC25,2024-07-18,10:14,Photo,N,N,Full,,07180140.JPG,Gadid,1,100,529,,,865,
EC25_2024-07-18_10:14:00,EC,EC25,2024-07-18,10:14,Photo,N,N,Full,,07180140.JPG,Gadid,2,100,529,,,512,
EC25_2024-07-19_04:51:00,EC,EC25,2024-07-19,04:51,Photo,N,N,Full,,07190403.JPG,Gadid,3,50,391,,,539,
EC25_2024-07-19_10:19:00,EC,EC25,2024-07-19,10:19,Photo,N,N,Partial,,07190097.JPG,UnknownFish,2,NA,,,X,X,
EC25_2024-07-20_05:53:00,EC,EC25,2024-07-20,05:53,Photo,N,N,Full,,07200592.JPG,Gadid,1,75,450,,,642,
EC25_2024-07-20_05:53:00,EC,EC25,2024-07-20,05:53,Photo,N,N,Full,,07200592.JPG,Sandlance,1,100,450,,,780,
EC25_2024-07-20_05:53:00,EC,EC25,2024-07-20,05:53,Photo,N,N,Full,,07200592.JPG,Unknown,2,NA,,,X,X,UnknownFish to Unknown
EC25_2024-07-22_05:59:00,EC,EC25,2024-07-22,05:59,Photo,N,N,Full,,07220445.JPG,Unknown,2,NA,,,X,X,
EC25_2024-07-22_05:59:00,EC,EC25,2024-07-22,05:59,Photo,N,N,Full,,07220445.JPG,UnknownFish,2,NA,,,X,X,
EC25_2024-07-22_08:17:00,EC,EC25,2024-07-22,08:17,Photo,N,N,Full,,07220910.JPG,Sandlance,2,75,442,,,688,
EC25_2024-07-22_08:17:00,EC,EC25,2024-07-22,08:17,Photo,N,N,Full,,07220910.JPG,UnknownFish,2,NA,442,,,528,
EC25_2024-07-22_18:27:00,EC,EC25,2024-07-22,18:27,Photo,N,N,Full,,07220097.JPG,Gadid,4,100,412,,,570,
EC25_2024-07-27_23:22:00,EC,EC25,2024-07-27,23:22,Photo,N,N,Full,,07270832.JPG,Herring0,5,100,277,,,274,
EC25_2024-07-28_12:46:00,EC,EC25,2024-07-28,12:46,Photo,N,N,Full,,07280574.JPG,Squid,1,50,,,X,X,Gadid to Squid
EC25_2024-07-28_12:46:00,EC,EC25,2024-07-28,12:46,Photo,N,N,Full,,07280574.JPG,UnknownFish,1,NA,,,X,X,Gadid to UnknownFish
EC25_2024-07-28_12:46:00,EC,EC25,2024-07-28,12:46,Photo,N,N,Full,,07280574.JPG,Greenling,2,100,445,,159,,
EC25_2024-07-28_16:43:00,EC,EC25,2024-07-28,16:43,Photo,N,N,Full,,07280286.JPG,Gadid,5,100,462,,,565,
EC25_2024-07-28_16:43:00,EC,EC25,2024-07-28,16:43,Photo,N,N,Full,,07280286.JPG,Gadid,1,100,462,,,817,
EC25_2024-07-28_18:02:00,EC,EC25,2024-07-28,18:02,Photo,N,N,Partial,,07280502.JPG,UnknownFish,1,NA,X,X,,,
EC25_2024-07-28_22:22:00,EC,EC25,2024-07-28,22:22,Photo,N,N,Full,,07280589.JPG,Unknown,1,NA,,,X,X,
EC25_2024-07-28_22:22:00,EC,EC25,2024-07-28,22:22,Photo,N,N,Full,,07280589.JPG,UnknownFish,1,NA,415,,,669,
EC25_2024-08-01_05:40:00,EC,EC25,2024-08-01,05:40,Photo,N,N,Full,Still there (or left and returned) at 5:57,08010103.JPG,Gadid,6,100,639,,211,995,
EC25_2024-08-01_05:40:00,EC,EC25,2024-08-01,05:40,Photo,N,N,Full,Still there (or left and returned) at 5:57,08010103.JPG,Herring0,1,75,639,,185,645,
EC25_2024-08-02_05:44:00,EC,EC25,2024-08-02,05:44,Photo,N,N,Full,,08020478.JPG,Gadid,4,100,524,,,849,
EC25_2024-08-02_15:27:00,EC,EC25,2024-08-02,15:27,Photo,N,N,Full,,08020013.JPG,Gadid,2,100,508,,,827,
EC25_2024-08-02_15:27:00,EC,EC25,2024-08-02,15:27,Photo,N,N,Full,,08020013.JPG,Gadid,3,100,508,,,661,
EC25_2024-08-02_20:55:00,EC,EC25,2024-08-02,20:55,Photo,N,N,Full,,08020208.JPG,Gadid,4,50,440,,142,559,
EC25_2024-08-03_05:56:00,EC,EC25,2024-08-03,05:56,Photo,N,N,Full,,08030379.JPG,Capelin,1,100,482,,,1109,
EC25_2024-08-03_05:56:00,EC,EC25,2024-08-03,05:56,Photo,N,N,Full,,08030379.JPG,UnknownFish,1,NA,482,,,611,
EC25_2024-08-03_06:38:00,EC,EC25,2024-08-03,06:38,Photo,N,N,Partial,,08030505.JPG,UnknownFish,2,NA,,,X,X,
EC25_2024-08-03_18:35:00,EC,EC25,2024-08-03,18:35,Photo,N,N,Full,,08030028.JPG,Gadid,4,75,407,,,584,
EC25_2024-08-04_05:22:00,EC,EC25,2024-08-04,05:22,Photo,N,N,Full,,08040114.MOV,Herring0,6,50,82,,26,,UnknownFish to Herring0
EC25_2024-08-04_06:07:00,EC,EC25,2024-08-04,06:07,Photo,N,N,Full,,08040175.JPG,Herring0,4,50,,,X,X,Unknown to Herring0
EC25_2024-08-04_11:40:00,EC,EC25,2024-08-04,11:40,Photo,N,N,Full,,08040424.JPG,Gadid,5,100,410,,176,606,
EC25_2024-08-04_20:56:00,EC,EC25,2024-08-04,20:56,Photo,N,N,Full,,08040541.JPG,UnknownFish,2,NA,385,,,559,
EC25_2024-08-04_21:58:00,EC,EC25,2024-08-04,21:58,Photo,N,N,Full,,08040559.JPG,UnknownFish,5,NA,397,,,513,
EC25_2024-08-05_07:27:00,EC,EC25,2024-08-05,07:27,Photo,N,N,Full,,08050913.JPG,Gadid,4,100,433,,,576,
EC25_2024-08-05_09:40:00,EC,EC25,2024-08-05,09:40,Photo,N,N,Full,,08050313.JPG,UnknownFish,2,NA,,,X,X,
EC25_2024-08-06_05:28:00,EC,EC25,2024-08-06,05:28,Photo,N,N,Full,,08060217.JPG,Herring0,2,75,229,,,282,1 Sandlance added to Herring0 count
EC25_2024-08-06_05:28:00,EC,EC25,2024-08-06,05:28,Photo,N,N,Full,,08060217.JPG,Sandlance,2,50,229,,,320,
EC25_2024-08-06_10:16:00,EC,EC25,2024-08-06,10:16,Photo,N,N,Full,,08060076.JPG,UnknownFish,2,NA,442,,,726,
EC25_2024-08-07_08:47:00,EC,EC25,2024-08-07,08:47,Photo,N,N,Full,,08070307.JPG,Gadid,4,75,429,,,662,
EC25_2024-08-07_14:12:00,EC,EC25,2024-08-07,14:12,Photo,N,N,Full,,08070343.JPG,Gadid,2,75,431,,190,640,
EC25_2024-08-07_14:12:00,EC,EC25,2024-08-07,14:12,Photo,N,N,Full,,08070343.JPG,Unknown,1,NA,,,X,X,
EC25_2024-08-07_17:04:00,EC,EC25,2024-08-07,17:04,Photo,N,N,Full,,08070880.JPG,Herring0,4,50,443,,129,375,UnknownFish to Herring0
EC25_2024-08-07_17:39:00,EC,EC25,2024-08-07,17:39,Photo,N,N,Full,,08070010.JPG,Herring0,4,50,421,,,396,UnknownFish to Herring0
EC25_2024-08-07_18:25:00,EC,EC25,2024-08-07,18:25,Photo,N,N,Partial,,08070049.JPG,Herring0,2,50,,,X,X,UnknownFish to Herring0
EC25_2024-08-08_08:40:00,EC,EC25,2024-08-08,08:40,Photo,N,N,Full,,08080481.JPG,Gadid,4,100,397,,,662,
EC25_2024-08-08_09:17:00,EC,EC25,2024-08-08,09:17,Photo,N,N,Full,,08080520.JPG,Herring0,3,75,438,,125,,
EC25_2024-08-08_09:17:00,EC,EC25,2024-08-08,09:17,Photo,N,N,Full,,08080520.JPG,Sandlance,2,50,438,,,524,1 UnknownFish added to Sandlance count
EC25_2024-08-08_09:17:00,EC,EC25,2024-08-08,09:17,Photo,N,N,Full,,08080520.JPG,Gadid,1,50,438,,,443,UnknownFish to Gadid
EC25_2024-08-08_21:49:00,EC,EC25,2024-08-08,21:49,Photo,N,N,Full,,08080816.MOV,Gadid,1,75,93,258,,139,
EC25_2024-08-08_21:49:00,EC,EC25,2024-08-08,21:49,Photo,N,N,Full,,08080816.MOV,Herring0,4,100,102,,34,123,
EC25_2024-08-08_21:49:00,EC,EC25,2024-08-08,21:49,Photo,N,N,Full,,08080816.MOV,Sandlance,1,50,102,,,178,
EC25_2024-08-08_22:09:00,EC,EC25,2024-08-08,22:09,Photo,N,N,Partial,,08080916.JPG,UnknownFish,3,NA,,,X,X,1 Sandlance added to UnknownFish count
EC25_2024-08-09_06:34:00,EC,EC25,2024-08-09,06:34,Photo,N,N,Full,,08090052.JPG,Herring0,5,50,415,,142,470,4 UnknownFish added to Herring0 count
EC25_2024-08-10_05:51:00,EC,EC25,2024-08-10,05:51,Photo,N,N,Full,,08100440.JPG,Herring0,5,100,218,,,240,
EC25_2024-08-10_08:12:00,EC,EC25,2024-08-10,08:12,Photo,N,N,Full,,08100781.JPG,Herring0,1,100,424,,,390,
EC25_2024-08-10_08:12:00,EC,EC25,2024-08-10,08:12,Photo,N,N,Full,,08100781.JPG,Gadid,1,50,424,,,822,UnknownFish to Gadid
EC25_2024-08-10_08:12:00,EC,EC25,2024-08-10,08:12,Photo,N,N,Full,,08100781.JPG,Gadid,2,50,424,,142,560,UnknownFish to Gadid
EC25_2024-08-10_08:58:00,EC,EC25,2024-08-10,08:58,Photo,N,N,Full,,08100949.JPG,Herring0,4,75,396,,,443,UnknownFish to Herring0
EC25_2024-08-11_07:17:00,EC,EC25,2024-08-11,07:17,Photo,N,N,Partial,,08110538.JPG,UnknownFish,3,NA,470,,154,,
EC25_2024-08-11_07:35:00,EC,EC25,2024-08-11,07:35,Photo,N,N,Full,,08110679.JPG,Herring0,2,50,431,,,462,1 UnknownFish added to Herring0 count
EC25_2024-08-11_07:35:00,EC,EC25,2024-08-11,07:35,Photo,N,N,Full,,08110679.JPG,UnknownFish,1,NA,431,,178,,
EC25_2024-08-11_08:09:00,EC,EC25,2024-08-11,08:09,Photo,N,N,Full,,08110733.JPG,Herring0,3,100,466,,130,483,
EC25_2024-08-11_08:09:00,EC,EC25,2024-08-11,08:09,Photo,N,N,Full,,08110733.JPG,Sandlance,1,75,466,,,536,
EC25_2024-08-11_09:17:00,EC,EC25,2024-08-11,09:17,Photo,N,N,Partial,,08110931.JPG,UnknownFish,3,NA,,,X,X,
EC25_2024-08-11_22:39:00,EC,EC25,2024-08-11,22:39,Photo,N,N,Full,,08110322.JPG,UnknownFish,3,NA,,,X,X,
EC25_2024-08-12_09:53:00,EC,EC25,2024-08-12,09:53,Photo,N,N,Full,,08120754.JPG,UnknownFish,3,NA,381,,,504,
EC25_2024-08-12_22:20:00,EC,EC25,2024-08-12,22:20,Photo,N,N,Full,,08120919.JPG,Herring0,5,100,242,,,243,
EC25_2024-08-13_05:36:00,EC,EC25,2024-08-13,05:36,Photo,N,N,Full,,08130972.JPG,Herring0,5,100,347,916,134,376,
EC25_2024-08-13_10:21:00,EC,EC25,2024-08-13,10:21,Photo,N,N,Full,See video,08130289.MOV,Sablefish,1,100,96,268,,249,
EC43_2024-07-19_07:38:00,EC,EC43,2024-07-19,07:38,Photo,N,N,Full,,07190112.JPG,Gadid,2,100,328,,,375,
EC43_2024-07-19_07:38:00,EC,EC43,2024-07-19,07:38,Photo,N,N,Full,,07190113.JPG,Squid,1,100,,735,537,,
EC43_2024-07-19_11:40:00,EC,EC43,2024-07-19,11:40,Photo,N,N,Full,,07190128.JPG,Gadid,5,100,361,,,488,
EC43_2024-07-20_17:04:00,EC,EC43,2024-07-20,17:04,Photo,N,N,Full,,07200158.JPG,Gadid,5,75,528,,,605,
EC43_2024-07-20_19:57:00,EC,EC43,2024-07-20,19:57,Photo,N,N,Full,,07200163.JPG,Gadid,1,75,,893,170,,
EC43_2024-07-20_19:57:00,EC,EC43,2024-07-20,19:57,Photo,N,N,Full,,07200163.JPG,Gadid,4,75,,893,,322,UnknownFish to Gadid
EC43_2024-07-23_07:27:00,EC,EC43,2024-07-23,07:27,Photo,N,N,Full,,07230133.JPG,Gadid,1,50,X,X,,,
EC43_2024-07-23_07:27:00,EC,EC43,2024-07-23,07:27,Photo,N,N,Full,,07230133.JPG,UnknownFish,3,NA,X,X,,,
EC43_2024-07-23_12:29:00,EC,EC43,2024-07-23,12:29,Photo,N,N,Full,,07230157.JPG,Gadid,2,75,455,,,483,Tip of tail offscreen—length estimated
EC43_2024-07-23_12:29:00,EC,EC43,2024-07-23,12:29,Photo,N,N,Full,,07230157.JPG,UnknownFish,2,NA,455,,190,,
EC43_2024-07-25_17:05:00,EC,EC43,2024-07-25,17:05,Photo,N,N,Full,,07250331.JPG,Gadid,6,50,,1292,,657,
EC43_2024-07-25_20:08:00,EC,EC43,2024-07-25,20:08,Photo,N,N,Partial,,07250370.JPG,UnknownFish,2,NA,429,,,938,
EC43_2024-07-27_09:14:00,EC,EC43,2024-07-27,09:14,Photo,N,N,Full,,07270040.JPG,Unknown,3,NA,,,X,X,
EC43_2024-07-27_09:14:00,EC,EC43,2024-07-27,09:14,Photo,N,N,Full,,07270040.JPG,UnknownFish,1,NA,405,,,774,
EC43_2024-07-27_11:58:00,EC,EC43,2024-07-27,11:58,Photo,N,N,Full,,07270049.JPG,Prowfish,1,50,,1124,,834,Gadid to Prowfish
EC43_2024-07-27_11:58:00,EC,EC43,2024-07-27,11:58,Photo,N,N,Full,,07270049.JPG,UnknownFish,1,NA,,1124,226,,Unknown to UnknownFish
EC43_2024-08-01_18:33:00,EC,EC43,2024-08-01,18:33,Photo,N,N,Full,,08010469.JPG,UnknownFish,3,NA,450,,,666,
EC43_2024-08-03_05:52:00,EC,EC43,2024-08-03,05:52,Photo,N,N,Full,,08030868.JPG,Capelin,3,100,,672,,430,Tip of tail offscreen—length estimated
EC43_2024-08-03_06:43:00,EC,EC43,2024-08-03,06:43,Photo,N,N,Full,,08030880.JPG,Gadid,3,50,427,,218,,
EC43_2024-08-05_18:30:00,EC,EC43,2024-08-05,18:30,Photo,N,N,Full,,08050001.JPG,UnknownFish,4,NA,455,,,482,
EC43_2024-08-07_06:30:00,EC,EC43,2024-08-07,06:30,Photo,N,N,Partial,,08070650.JPG,UnknownFish,1,NA,X,X,,,
EC43_2024-08-07_08:17:00,EC,EC43,2024-08-07,08:17,Photo,N,N,Partial,,08070655.JPG,UnknownFish,3,NA,,1124,296,,
EC43_2024-08-08_09:20:00,EC,EC43,2024-08-08,09:20,Photo,N,N,Full,,08080078.JPG,UnknownFish,4,NA,429,,151,,
EC43_2024-08-08_21:19:00,EC,EC43,2024-08-08,21:19,Photo,N,N,Full,,08080093.JPG,Herring0,5,75,475,,,471,
EC43_2024-08-10_07:10:00,EC,EC43,2024-08-10,07:10,Photo,N,N,Partial,,08100219.JPG,Unknown,3,NA,,,X,X,
EC43_2024-08-10_07:10:00,EC,EC43,2024-08-10,07:10,Photo,N,N,Partial,,08100219.JPG,Herring0,2,50,,,X,X,UnknownFish to Herring0
EC43_2024-08-10_09:07:00,EC,EC43,2024-08-10,09:07,Photo,N,N,Partial,,08100286.JPG,Unknown,2,NA,,,X,X,
EC43_2024-08-10_09:07:00,EC,EC43,2024-08-10,09:07,Photo,N,N,Partial,,08100286.JPG,UnknownFish,2,NA,436,,,656,
EC43_2024-08-12_09:30:00,EC,EC43,2024-08-12,09:30,Photo,N,N,Full,,08120313.JPG,Sandlance,1,50,419,,190,,
EC43_2024-08-12_09:30:00,EC,EC43,2024-08-12,09:30,Photo,N,N,Full,,08120313.JPG,UnknownFish,1,NA,,,X,X,
EC43_2024-08-12_10:00:00,EC,EC43,2024-08-12,10:00,Photo,N,N,Full,,08120319.JPG,Capelin,1,50,,,X,X,
EC43_2024-08-12_10:00:00,EC,EC43,2024-08-12,10:00,Photo,N,N,Full,,08120319.JPG,Sandlance,2,50,445,,144,,1 UnknownFish added to Sandlance count
EC66_2024-07-27_19:37:00,EC,EC66,2024-07-27,19:37,Photo,N,N,Full,,07270166.JPG,Gadid,7,50,X,X,,,UnknownFish to Gadid
EC66_2024-07-28_06:29:00,EC,EC66,2024-07-28,06:29,Photo,N,N,Full,,07280217.JPG,Gadid,4,50,,1531,275,,UnknownFish to Gadid
EC66_2024-07-28_22:08:00,EC,EC66,2024-07-28,22:08,Photo,N,N,Full,,07280391.JPG,UnknownFish,5,NA,,857,113,,
EC66_2024-07-29_05:38:00,EC,EC66,2024-07-29,05:38,Photo,N,N,Partial,,07290505.JPG,UnknownFish,4,NA,X,X,,,
EC66_2024-07-29_06:26:00,EC,EC66,2024-07-29,06:26,Photo,N,N,Full,,07290514.JPG,Gadid,6,50,,1585,248,,UnknownFish to Gadid
EC66_2024-07-29_07:17:00,EC,EC66,2024-07-29,07:17,Photo,N,N,Full,,07290529.JPG,Gadid,7,100,,1262,176,,3 UnknownFish added to Gadid count
EC66_2024-07-29_07:34:00,EC,EC66,2024-07-29,07:34,Photo,N,N,Full,,07290535.JPG,Gadid,5,75,,1238,224,,1 UnknownFish added to Gadid count
EC66_2024-07-29_07:34:00,EC,EC66,2024-07-29,07:34,Photo,N,N,Full,,07290535.JPG,UnknownFish,1,NA,,1238,119,,
EC66_2024-07-29_11:05:00,EC,EC66,2024-07-29,11:05,Photo,N,N,Full,,07290559.JPG,Gadid,5,100,,1340,226,556,
EC66_2024-07-29_11:42:00,EC,EC66,2024-07-29,11:42,Photo,N,N,Full,,07290565.JPG,Unknown,4,NA,,,X,X,
EC66_2024-07-29_11:42:00,EC,EC66,2024-07-29,11:42,Photo,N,N,Full,,07290565.JPG,UnknownFish,3,NA,,1422,,341,
EC66_2024-07-29_13:27:00,EC,EC66,2024-07-29,13:27,Photo,N,N,Full,,07290577.JPG,Gadid,5,75,,1298,225,,
EC66_2024-07-29_14:17:00,EC,EC66,2024-07-29,14:17,Photo,N,N,Full,,07290592.JPG,Gadid,5,50,,1343,185,,2 UnknownFish added to Gadid count
EC66_2024-07-29_16:56:00,EC,EC66,2024-07-29,16:56,Photo,N,N,Full,,07290763.JPG,UnknownFish,7,NA,,1227,184,,
EC66_2024-07-30_05:57:00,EC,EC66,2024-07-30,05:57,Photo,N,N,Full,,07300853.JPG,Herring0,7,50,,796,95,282,
EC66_2024-07-30_07:39:00,EC,EC66,2024-07-30,07:39,Photo,N,N,Full,,07300895.JPG,Gadid,6,75,,1177,205,696,5 UnknownFish added to Gadid count
EC66_2024-07-30_09:15:00,EC,EC66,2024-07-30,09:15,Photo,N,N,Full,,07300928.JPG,UnknownFish,7,NA,,1269,,413,
EC66_2024-07-30_10:28:00,EC,EC66,2024-07-30,10:28,Photo,N,N,Full,,07300934.JPG,Unknown,2,NA,,,X,X,
EC66_2024-07-30_10:28:00,EC,EC66,2024-07-30,10:28,Photo,N,N,Full,,07300934.JPG,Gadid,4,50,,1533,219,,UnknownFish to Gadid
EC66_2024-07-31_06:25:00,EC,EC66,2024-07-31,06:25,Photo,N,N,Full,,07310076.JPG,UnknownFish,5,NA,,1587,280,,3 Unknown added to UnknownFish count
EC66_2024-07-31_06:51:00,EC,EC66,2024-07-31,06:51,Photo,N,N,Full,,07310082.JPG,Gadid,5,50,,1205,162,484,
EC66_2024-07-31_07:01:00,EC,EC66,2024-07-31,07:01,Photo,N,N,Full,,07310097.JPG,Gadid,3,75,,1233,193,,
EC66_2024-07-31_08:40:00,EC,EC66,2024-07-31,08:40,Photo,N,N,Full,,07310109.JPG,UnknownFish,6,NA,,1231,176,,
EC66_2024-07-31_18:45:00,EC,EC66,2024-07-31,18:45,Photo,N,N,Full,,07310007.JPG,Unknown,3,NA,,,X,X,
EC66_2024-07-31_18:45:00,EC,EC66,2024-07-31,18:45,Photo,N,N,Full,,07310007.JPG,UnknownFish,2,NA,,1657,240,,
EC66_2024-07-31_19:29:00,EC,EC66,2024-07-31,19:29,Photo,N,N,Full,,07310010.JPG,Herring0,5,50,,1549,126,362,Unknown to Herring0
EC66_2024-07-31_23:06:00,EC,EC66,2024-07-31,23:06,Photo,N,N,Full,,07310016.JPG,Herring0,6,50,,732,,195,Unknown to Herring0
EC66_2024-08-01_06:58:00,EC,EC66,2024-08-01,06:58,Photo,N,N,Full,,08010088.JPG,UnknownFish,5,NA,,1250,193,,1 Unknown added to UnknownFish count
EC66_2024-08-01_07:44:00,EC,EC66,2024-08-01,07:44,Photo,N,N,Partial,,08010097.JPG,Gadid,1,100,,1535,,781,
EC66_2024-08-01_07:44:00,EC,EC66,2024-08-01,07:44,Photo,N,N,Partial,,08010097.JPG,UnknownFish,1,NA,,1535,229,,
EC66_2024-08-01_11:29:00,EC,EC66,2024-08-01,11:29,Photo,N,N,Full,,08010433.JPG,Unknown,5,NA,X,X,,,
EC66_2024-08-01_11:29:00,EC,EC66,2024-08-01,11:29,Photo,N,N,Full,,08010433.JPG,UnknownFish,1,NA,X,X,,,
EC66_2024-08-02_05:23:00,EC,EC66,2024-08-02,05:23,Photo,N,N,Full,,08020613.JPG,Herring0,6,50,,,X,X,Unknown to Herring0
EC66_2024-08-02_06:26:00,EC,EC66,2024-08-02,06:26,Photo,N,N,Full,,08020622.JPG,Unknown,1,NA,,,X,X,
EC66_2024-08-02_06:26:00,EC,EC66,2024-08-02,06:26,Photo,N,N,Full,,08020622.JPG,UnknownFish,3,NA,,,X,X,
EC66_2024-08-02_06:49:00,EC,EC66,2024-08-02,06:49,Photo,N,N,Full,,08020628.JPG,Gadid,5,50,,1469,192,602,
EC66_2024-08-02_14:32:00,EC,EC66,2024-08-02,14:32,Photo,N,N,Full,,08020700.JPG,UnknownFish,6,NA,,1353,216,,
EC66_2024-08-02_18:30:00,EC,EC66,2024-08-02,18:30,Photo,N,N,Full,,08020718.JPG,Gadid,5,50,,1594,260,,
EC66_2024-08-02_22:42:00,EC,EC66,2024-08-02,22:42,Photo,N,N,Full,,08020757.JPG,Herring0,6,50,,769,,216,3 Unknown added to Herring0 count
EC66_2024-08-03_07:33:00,EC,EC66,2024-08-03,07:33,Photo,N,N,Full,,08030925.JPG,UnknownFish,4,NA,,1462,260,,
EC66_2024-08-03_07:33:00,EC,EC66,2024-08-03,07:33,Photo,N,N,Full,,08030925.JPG,UnknownFish,1,NA,,1462,321,,
EC66_2024-08-03_09:27:00,EC,EC66,2024-08-03,09:27,Photo,N,N,Full,,08030955.JPG,Gadid,5,50,,1612,200,595,
EC66_2024-08-04_09:20:00,EC,EC66,2024-08-04,09:20,Photo,N,N,Full,,08040118.JPG,Capelin,1,100,,1497,272,1108,
EC66_2024-08-04_09:20:00,EC,EC66,2024-08-04,09:20,Photo,N,N,Full,,08040118.JPG,UnknownFish,2,NA,,1497,240,,
EC66_2024-08-04_20:22:00,EC,EC66,2024-08-04,20:22,Photo,N,N,Full,,08040155.JPG,Herring0,8,75,,1317,168,,6 UnknownFish added to Herring0 count
EC66_2024-08-05_08:45:00,EC,EC66,2024-08-05,08:45,Photo,N,N,Full,,08050262.JPG,UnknownFish,6,NA,X,X,,,
EC66_2024-08-05_14:06:00,EC,EC66,2024-08-05,14:06,Photo,N,N,Full,,08050310.JPG,Gadid,4,75,,1475,,695,
EC66_2024-08-05_14:06:00,EC,EC66,2024-08-05,14:06,Photo,N,N,Full,,08050310.JPG,Herring0,1,100,,1475,245,,
EC66_2024-08-05_19:59:00,EC,EC66,2024-08-05,19:59,Photo,N,N,Partial,,08050001.JPG,Unknown,1,NA,X,X,,,
EC66_2024-08-05_21:03:00,EC,EC66,2024-08-05,21:03,Photo,N,N,Partial,,08050007.JPG,Unknown,1,NA,X,X,,,
EC66_2024-08-06_10:41:00,EC,EC66,2024-08-06,10:41,Photo,N,N,Full,,08060169.JPG,Gadid,6,100,,1357,209,,
EC66_2024-08-07_04:56:00,EC,EC66,2024-08-07,04:56,Photo,N,N,Full,,08070304.JPG,Capelin,1,75,,769,,627,
EC66_2024-08-07_07:26:00,EC,EC66,2024-08-07,07:26,Photo,N,N,Partial,,08070319.JPG,UnknownFish,3,NA,X,X,,,
EC66_2024-08-07_08:18:00,EC,EC66,2024-08-07,08:18,Photo,N,N,Partial,,08070325.JPG,Unknown,1,NA,X,X,,,
EC66_2024-08-07_09:49:00,EC,EC66,2024-08-07,09:49,Photo,N,N,Full,,08070340.JPG,Capelin,1,100,,1321,224,,
EC66_2024-08-07_09:49:00,EC,EC66,2024-08-07,09:49,Photo,N,N,Full,,08070340.JPG,Herring0,1,50,,1321,,435,
EC66_2024-08-07_09:49:00,EC,EC66,2024-08-07,09:49,Photo,N,N,Full,,08070340.JPG,Unknown,1,NA,,,X,X,
EC66_2024-08-07_11:16:00,EC,EC66,2024-08-07,11:16,Photo,N,N,Full,,08070361.JPG,Gadid,1,100,,1339,190,456,
EC66_2024-08-07_11:16:00,EC,EC66,2024-08-07,11:16,Photo,N,N,Full,,08070361.JPG,UnknownFish,2,NA,,,X,X,
EC66_2024-08-07_21:58:00,EC,EC66,2024-08-07,21:58,Photo,N,N,Full,,08070559.JPG,UnknownFish,3,NA,,834,142,,
