"BL_ID","Prey","Count","Confidence","BirdMethod","PreyMethod","n_measured","TotalMass","AvMass","AvLength"
"DR24_2024-07-21_07:08:00","Prowfish",1,50,"Bill height","Tail",1,3.51339396287937,3.51339396287937,75.042667796405
"DR24_2024-07-21_07:08:00","Sandlance",1,75,"Bill height","Tail",1,3.46431572938975,3.46431572938975,102.937642676919
"DR24_2024-07-21_07:08:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-07-21_11:27:00","Gadid",3,100,"Headbill","Tail",1,5.25040005599821,1.7501333519994,65.3001414968383
"DR24_2024-07-21_11:27:00","Prowfish",1,50,"Headbill","Tail",1,3.85029269567654,3.85029269567654,77.1476022237905
"DR24_2024-07-21_12:58:00","Gadid",2,100,"Headbill","Tail",1,1.87179567301008,0.935897836505038,54.5785799533485
"DR24_2024-07-21_12:58:00","Prowfish",1,100,"Headbill","Tail",1,9.18416075990586,9.18416075990586,100.319321719205
"DR24_2024-07-21_17:45:00","Prowfish",2,100,"Bill height","Tail",1,20.9849014968967,10.4924507484483,104.437902427932
"DR24_2024-07-21_21:30:00","Gadid",2,100,"Bill height","Tail",1,3.04359750150611,1.52179875075306,62.7361096842069
"DR24_2024-07-21_21:55:00","Sandlance",1,50,"Bill height","Tail",1,0.148203900774204,0.148203900774204,41.0695039367744
"DR24_2024-07-21_21:55:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-07-22_11:01:00","Capelin",1,75,"Bill height","Tail",1,1.16230510306909,1.16230510306909,68.4430684802736
"DR24_2024-07-22_11:01:00","Gadid",4,100,"Bill height","Tail",1,1.91455616826128,0.47863904206532,45.0378876604894
"DR24_2024-07-23_08:08:00","Herring0",6,75,"Bill height","Tail",1,0.544639004731365,0.0907731674552275,27.4823316488124
"DR24_2024-07-23_08:08:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-07-23_09:11:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-07-23_13:50:00","Gadid",4,100,"Bill height","Tail",1,5.18716664118985,1.29679166029746,59.9248926836136
"DR24_2024-07-23_14:41:00","Gadid",5,75,"Bill height","Tail",1,7.10957217469293,1.42191443493859,61.5275349008834
"DR24_2024-07-23_15:43:00","Gadid",4,50,"Bill height","Tail",1,3.87281456704501,0.968203641761252,55.111880672149
"DR24_2024-07-23_17:12:00","Herring0",4,50,"Bill height","Tail",1,1.96468216069915,0.491170540174787,46.2036832528739
"DR24_2024-07-24_05:35:00","Capelin",2,50,"Bill height","Tail",1,0.485332902233585,0.242666451116793,45.1726723264865
"DR24_2024-07-24_09:06:00","Herring0",5,75,"Bill height","Head",1,0.54554816885333,0.109109633770666,29.0830478055148
"DR24_2024-07-24_09:06:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-07-31_19:14:00","Capelin",6,50,"Bill height","Tail",1,1.73870365900633,0.289783943167722,47.3497092077753
"DR24_2024-07-31_19:57:00","Herring0",8,50,"Bill height","Head",1,3.24797754329729,0.405997192912161,43.574016026232
"DR24_2024-07-31_21:41:00","Gadid",5,100,"Bill height","Tail",1,10.4834726966318,2.09669453932635,68.7696240903241
"DR24_2024-08-01_06:07:00","Gadid",2,100,"Bill height","Tail",1,5.38673412926105,2.69336706463053,73.8856474529194
"DR24_2024-08-01_06:07:00","Sandlance",2,50,"Bill height","Tail",1,0.811894823849338,0.405947411924669,55.0937823635457
"DR24_2024-08-01_06:07:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-01_09:58:00","Gadid",4,75,"Bill height","Head",1,6.09685271995972,1.52421317998993,62.7646135501275
"DR24_2024-08-02_10:10:00","Gadid",2,100,"Bill height","Tail",1,2.06688678447922,1.03344339223961,56.151303069468
"DR24_2024-08-02_10:54:00","Sandlance",2,50,"Bill height","Tail",1,1.74572293718918,0.87286146859459,68.8706584308139
"DR24_2024-08-02_10:54:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-08-02_12:53:00","Gadid",6,100,"Bill height","Tail",2,11.8491516168872,1.97485860281453,67.0170219236453
"DR24_2024-08-02_21:13:00","Gadid",4,75,"Bill height","Tail",1,4.45593597540702,1.11398399385176,57.3718157496928
"DR24_2024-08-03_06:30:00","Gadid",1,100,"Bill height","Tail",1,1.21351802015653,1.21351802015653,58.7960628067551
"DR24_2024-08-03_06:30:00","Herring0",4,100,"Bill height","Tail",1,2.73229618376728,0.68307404594182,51.1386255540622
"DR24_2024-08-03_19:03:00","Herring0",5,50,"Bill height","Tail",1,0.996766010861345,0.199353202172269,35.0091439895395
"DR24_2024-08-03_19:03:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-04_06:54:00","Gadid",5,100,"Bill height","Tail",2,3.95248870074882,0.790497740149763,50.3728254596422
"DR24_2024-08-04_10:39:00","Gadid",6,100,"Headbill","Tail",1,7.01172391236581,1.16862065206097,58.1643574693917
"DR24_2024-08-04_12:09:00","Gadid",6,100,"Bill height","Tail",1,12.5624110818239,2.09373518030398,68.7417979797002
"DR24_2024-08-04_13:16:00","Gadid",1,100,"Bill height","Tail",1,4.75527983171412,4.75527983171412,86.9559874659512
"DR24_2024-08-04_13:16:00","UnknownFish",4,NA,"Bill height","Tail",2,NA,NA,NA
"DR24_2024-08-05_20:30:00","Herring0",2,50,"Headbill","Tail",1,0.433879767218652,0.216939883609326,35.931783989428
"DR24_2024-08-05_20:30:00","Unknown",2,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-06_06:06:00","Herring0",3,50,"Bill height","Tail",1,0.508764143201553,0.169588047733851,33.309865887676
"DR24_2024-08-06_06:06:00","Sandlance",1,75,"Bill height","Tail",1,0.148488381890799,0.148488381890799,41.0924719839135
"DR24_2024-08-06_06:06:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-06_10:08:00","Gadid",3,100,"Bill height","Tail",1,2.70156416225501,0.900521387418336,53.9793028782849
"DR24_2024-08-06_11:27:00","UnknownFish",4,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-06_12:08:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-06_12:40:00","Gadid",6,83.3333333333333,"Bill height","Tail",2,10.3064227419475,1.71773712365791,64.1433236058186
"DR24_2024-08-06_15:22:00","Herring0",2,75,"Bill height","Tail",1,0.791132763682015,0.395566381841007,43.2264470679626
"DR24_2024-08-06_15:22:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-07_08:23:00","Herring0",6,50,"Bill height","Tail",1,2.00460013130183,0.334100021883638,41.0376519349518
"DR24_2024-08-08_06:40:00","UnknownFish",3,NA,"Headbill","Tail",1,NA,NA,NA
"DR24_2024-08-08_10:33:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-09_06:24:00","Gadid",5,100,"Bill height","Tail",1,4.83315082802235,0.966630165604471,55.0862024353155
"DR24_2024-08-09_07:12:00","Gadid",1,100,"Bill height","Tail",1,0.322211540957789,0.322211540957789,40.2098493822982
"DR24_2024-08-09_07:12:00","Sandlance",3,100,"Bill height","Tail",2,3.24190454583819,1.08063484861273,67.0482572478943
"DR24_2024-08-09_07:12:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-09_07:47:00","Herring0",1,50,"Bill height","Tail",1,0.322132920145666,0.322132920145666,40.57964359657
"DR24_2024-08-09_07:47:00","Sandlance",2,75,"Bill height","Tail",1,0.525369968267084,0.262684984133542,48.5277864139366
"DR24_2024-08-09_07:47:00","Unknown",2,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-09_08:07:00","Herring0",6,100,"Bill height","Tail",1,3.09253382110244,0.515422303517074,46.8939562518779
"DR24_2024-08-09_09:06:00","Herring0",6,100,"Bill height","Tail",1,3.73104539029294,0.621840898382157,49.681962540595
"DR24_2024-08-09_10:06:00","Herring0",6,100,"Bill height","Tail",1,5.1790269274338,0.863171154572301,54.9565617716496
"DR24_2024-08-09_11:35:00","Herring0",8,100,"Headbill","Tail",1,4.10038222712968,0.51254777839121,46.8133299651598
"DR24_2024-08-09_12:26:00","Herring0",8,100,"Bill height","Tail",1,6.17535518605347,0.771919398256684,53.0993000369617
"DR24_2024-08-09_13:24:00","Gadid",6,75,"Bill height","Tail",1,9.56397207011459,1.5939953450191,63.5748644053253
"DR24_2024-08-09_19:10:00","Herring0",7,100,"Bill height","Tail",2,1.45940129145225,0.208485898778893,35.0040515270085
"DR24_2024-08-10_08:14:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-10_14:52:00","Herring0",10,100,"Headbill","Tail",1,5.63084260030398,0.563084260030398,48.1876104553603
"DR24_2024-08-10_16:56:00","Herring0",7,50,"Bill height","Tail",1,15.0600356085948,2.15143365837068,72.7880147301014
"DR24_2024-08-10_17:54:00","Herring0",5,50,NA,NA,0,NA,NA,NA
"DR24_2024-08-10_20:14:00","Herring0",5,50,"Bill height","Tail",1,1.95452196151882,0.390904392303764,43.0690494765545
"DR24_2024-08-11_05:32:00","UnknownFish",4,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-08-11_05:55:00","Herring0",2,100,"Bill height","Tail",2,1.94079897298294,0.970399486491471,56.6375799079449
"DR24_2024-08-11_05:55:00","Sandlance",1,50,"Bill height","Tail",1,0.493405975048446,0.493405975048446,58.3185291493736
"DR24_2024-08-11_06:19:00","Herring0",3,50,"Bill height","Tail",1,1.6002889819087,0.533429660636234,47.3920813698021
"DR24_2024-08-11_06:19:00","Sandlance",4,100,"Bill height","Tail",1,0.865017843886415,0.216254460971604,45.8525622281645
"DR24_2024-08-11_06:43:00","UnknownFish",5,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-11_07:08:00","Herring0",4,50,"Bill height","Tail",1,0.859384396238444,0.214846099059611,35.8247197485404
"DR24_2024-08-11_08:26:00","Gadid",1,75,"Bill height","Head",1,0.548581664412014,0.548581664412014,46.8328154979734
"DR24_2024-08-11_08:26:00","Herring0",3,50,"Bill height","Tail",1,0.516270953714848,0.172090317904949,33.4603265655412
"DR24_2024-08-11_10:06:00","Gadid",4,100,"Bill height","Head",1,8.33497655902029,2.08374413975507,68.6476469411556
"DR24_2024-08-11_10:47:00","Herring0",5,50,NA,NA,0,NA,NA,NA
"DR24_2024-08-11_11:49:00","Gadid",3,100,"Bill height","Tail",1,5.76311057882813,1.92103685960938,67.0669491965941
"DR24_2024-08-11_13:58:00","Herring0",8,75,"Bill height","Tail",1,10.0137664984981,1.25172081231227,61.6147002928248
"DR24_2024-08-12_06:00:00","Herring0",6,75,"Bill height","Head",1,3.05967368656918,0.509945614428197,46.7400726120097
"DR24_2024-08-12_06:56:00","UnknownFish",5,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-08-12_08:27:00","Herring0",8,75,"Bill height","Head",1,2.60429744876564,0.325537181095705,40.7111147366313
"DR24_2024-08-12_08:27:00","Sandlance",1,50,"Bill height","Tail",1,0.362931418882945,0.362931418882945,53.3237043726852
"DR24_2024-08-12_08:46:00","Herring0",5,75,"Bill height","Head",1,3.88560087469062,0.777120174938124,53.2091225768709
"DR24_2024-08-12_09:16:00","UnknownFish",6,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-08-12_09:55:00","Herring0",8,100,"Bill height","Tail",1,1.87264475170713,0.234080593963392,36.7824479240796
"DR24_2024-08-12_11:25:00","Herring0",8,100,"Bill height","Tail",1,7.55632850161596,0.944541062701995,56.5012017160171
"DR24_2024-08-12_12:01:00","Gadid",3,100,"Bill height","Tail",1,6.11655631099352,2.03885210366451,68.2205843944986
"DR24_2024-08-12_12:01:00","Sandlance",2,50,"Bill height","Tail",1,0.711800866416283,0.355900433208142,53.0204402493493
"DR24_2024-08-12_12:45:00","Gadid",3,50,NA,NA,0,NA,NA,NA
"DR24_2024-08-12_12:58:00","Herring0",7,100,"Bill height","Tail",1,5.61567897399868,0.802239853428382,53.7325175786787
"DR24_2024-08-12_21:26:00","Herring0",5,50,"Bill height","Tail",1,1.06261155225319,0.212522310450638,35.7050452781371
"DR24_2024-08-12_22:07:00","Herring0",6,100,"Bill height","Tail",1,1.88893670434703,0.314822784057838,40.2940441379326
"DR24_2024-08-13_06:17:00","UnknownFish",5,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-08-13_06:37:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-08-13_07:42:00","Sandlance",4,100,"Bill height","Tail",1,4.3582548330944,1.0895637082736,73.470359851355
"DR24_2024-08-13_07:42:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-13_08:19:00","Herring0",4,75,"Bill height","Head",1,2.83284779072018,0.708211947680046,51.7104628641893
"DR24_2024-08-13_10:31:00","Prowfish",3,100,"Bill height","Tail",2,3.73318859456858,1.24439619818953,53.7531017369727
"DR24_2024-08-13_10:31:00","Sandlance",1,50,"Bill height","Tail",1,0.590872912099959,0.590872912099959,61.4655172413793
"DR24_2024-08-13_12:00:00","Herring0",6,100,"Bill height","Tail",1,3.08976093977663,0.514960156629438,46.881014735115
"DR24_2024-08-13_12:51:00","Herring0",8,75,"Bill height","Tail",1,5.43234819799388,0.679043524749235,51.045590156809
"DR24_2024-08-13_13:51:00","Herring0",5,75,"Bill height","Head",1,2.19701654548155,0.439403309096311,44.6471593748026
"DR24_2024-08-13_20:06:00","Gadid",3,100,"Bill height","Tail",1,11.1238876934489,3.70796256448298,80.9733784641337
"DR24_2024-08-13_20:27:00","Herring0",4,100,"Bill height","Tail",2,2.76547356349175,0.691368390872939,51.2188239929051
"DR24_2024-08-13_20:54:00","Herring0",1,75,"Bill height","Tail",1,0.29826519534713,0.29826519534713,39.629746631612
"DR24_2024-08-13_20:54:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-13_20:54:00","UnknownFish",1,NA,"Bill height","Head",1,NA,NA,NA
"DR24_2024-08-13_21:34:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-13_21:34:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR24_2024-08-13_21:51:00","Herring0",5,75,"Bill height","Tail",1,2.35291489309074,0.470582978618149,45.5989373828052
"DR24_2024-08-14_07:15:00","UnknownFish",5,NA,"Bill height","Tail",1,NA,NA,NA
"DR24_2024-08-14_07:36:00","Gadid",6,75,"Bill height","Tail",2,2.64328025855496,0.44054670975916,43.0621515782627
"DR24_2024-08-14_08:08:00","Herring0",6,50,"Bill height","Tail",1,4.92739499207461,0.821232498679102,54.1207649320458
"DR24_2024-08-14_08:49:00","Herring0",6,50,"Bill height","Tail",1,3.94177945638234,0.656963242730391,50.5290149695066
"DR24_2024-08-14_09:42:00","Herring0",4,75,"Bill height","Tail",1,5.04166822422476,1.26041705605619,61.7460967362079
"DR24_2024-08-14_12:35:00","Herring0",6,50,"Bill height","Head",1,13.4602117998455,2.24336863330758,73.7312284034522
"DR24_2024-08-14_14:55:00","Herring0",7,50,"Bill height","Head",1,4.63783562822049,0.662547946888641,50.6607929515418
"DR25_2024-07-17_08:37:00","Gadid",4,100,"Bill height","Tail",2,5.12250933235244,1.28062733308811,58.3690615136913
"DR25_2024-07-18_09:37:00","Gadid",4,100,NA,NA,0,NA,NA,NA
"DR25_2024-07-18_11:54:00","UnknownFish",4,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-18_17:23:00","Gadid",5,75,"Bill height","Tail",1,7.73416200061152,1.5468324001223,63.0300958202928
"DR25_2024-07-19_20:48:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-20_11:38:00","Gadid",3,75,"Bill height","Tail",1,2.13418180061643,0.711393933538811,50.4534557192796
"DR25_2024-07-21_06:28:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-07-21_10:23:00","Gadid",2,100,"Bill height","Tail",1,1.47651199959358,0.738255999796789,50.9921342334325
"DR25_2024-07-21_10:23:00","Squid",1,75,"Bill height","Head",1,3.1178534537544,3.1178534537544,104.10544271292
"DR25_2024-07-21_11:42:00","UnknownFish",3,NA,NA,NA,0,NA,NA,NA
"DR25_2024-07-21_21:10:00","Gadid",4,50,"Bill height","Tail",1,7.5224220140107,1.88060550350268,66.6594246980099
"DR25_2024-07-22_12:23:00","Gadid",4,100,"Bill height","Tail",1,11.7241622035113,2.93104055087783,75.6978201248345
"DR25_2024-07-22_12:58:00","Gadid",6,100,"Bill height","Tail",1,10.5633926412523,1.76056544020871,65.4114344016194
"DR25_2024-07-22_15:30:00","Gadid",5,75,"Bill height","Head",1,7.18805667393978,1.43761133478796,61.7213919493837
"DR25_2024-07-22_15:30:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-24_12:44:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-25_11:40:00","Unknown",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-25_13:38:00","Capelin",1,100,"Bill height","Tail",1,1.89565370967486,1.89565370967486,77.9254470096501
"DR25_2024-07-25_13:38:00","UnknownFish",2,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-25_17:33:00","Sandlance",2,50,"Bill height","Tail",1,2.31946748520398,1.15973374260199,74.8194812849985
"DR25_2024-07-25_17:33:00","UnknownFish",3,NA,NA,NA,0,NA,NA,NA
"DR25_2024-07-26_16:47:00","Gadid",3,50,"Bill height","Tail",1,3.02559110119715,1.00853036706572,55.7600616235026
"DR25_2024-07-26_17:40:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-07-27_16:04:00","Gadid",4,75,"Bill height","Tail",1,11.0915791883196,2.77289479707991,74.5042836136633
"DR25_2024-07-28_06:05:00","Gadid",4,50,"Bill height","Tail",1,3.45434903207035,0.863587258017587,53.3354379810972
"DR25_2024-07-28_06:51:00","Gadid",3,50,"Bill height","Tail",1,11.3666527613252,3.78888425377506,81.4758297454902
"DR25_2024-07-28_07:57:00","Gadid",4,50,"Bill height","Tail",1,11.9147371093061,2.97868427732653,76.0483616281216
"DR25_2024-07-28_10:33:00","UnknownFish",3,NA,"Bill height","Head",1,NA,NA,NA
"DR25_2024-07-28_15:05:00","Gadid",7,100,"Headbill","Tail",1,13.8649238235992,1.98070340337132,67.6573188284047
"DR25_2024-07-28_16:47:00","Gadid",4,50,"Bill height","Tail",1,2.35744090205702,0.589360225514254,47.8049392281091
"DR25_2024-07-28_19:45:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-07-28_19:59:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-29_05:54:00","UnknownFish",3,NA,"Bill height","Head",1,NA,NA,NA
"DR25_2024-07-29_06:22:00","UnknownFish",4,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-07-29_07:16:00","UnknownFish",5,NA,"Bill height","Tail",2,NA,NA,NA
"DR25_2024-07-29_16:15:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-07-29_18:57:00","Gadid",3,75,"Bill height","Tail",1,1.50655297539002,0.502184325130006,45.6618672605101
"DR25_2024-07-31_07:19:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-07-31_17:30:00","UnknownFish",4,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-01_11:42:00","Gadid",4,75,"Bill height","Tail",1,6.7743354316016,1.6935838579004,64.6884718047351
"DR25_2024-08-01_12:42:00","Gadid",4,100,"Bill height","Tail",1,8.22531828809009,2.05632957202252,68.3876392830042
"DR25_2024-08-01_13:12:00","Gadid",4,75,"Bill height","Tail",1,7.10559696432477,1.77639924108119,65.5794589728727
"DR25_2024-08-01_13:12:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-08-01_13:42:00","Gadid",4,75,"Bill height","Tail",1,5.25430519493837,1.31357629873459,60.1461147689939
"DR25_2024-08-01_22:11:00","UnknownFish",5,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-02_11:23:00","Gadid",2,50,"Bill height","Tail",1,2.80361760070425,1.40180880035213,61.2769866789159
"DR25_2024-08-02_11:23:00","UnknownFish",2,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-02_13:25:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-03_16:35:00","Gadid",2,50,"Bill height","Tail",1,2.02828130633786,1.01414065316893,55.8487637210334
"DR25_2024-08-03_16:35:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-04_09:42:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-08-04_09:42:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-04_10:00:00","Sandlance",6,50,"Bill height","Tail",1,4.61202297593832,0.76867049598972,66.3650537642902
"DR25_2024-08-04_10:53:00","Gadid",5,75,"Bill height","Tail",2,6.84699972005842,1.36939994401168,59.2281118699015
"DR25_2024-08-04_11:06:00","Gadid",3,75,"Bill height","Tail",1,7.30532434993038,2.43510811664346,71.7821472270438
"DR25_2024-08-04_11:06:00","Sandlance",2,50,"Bill height","Tail",1,1.37674782575912,0.688373912879561,64.2643067846608
"DR25_2024-08-05_07:30:00","UnknownFish",1,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-05_14:45:00","Sandlance",3,50,"Bill height","Tail",1,2.12203758667821,0.70734586222607,64.7757159555815
"DR25_2024-08-05_14:45:00","UnknownFish",2,NA,"Bill height","Head",1,NA,NA,NA
"DR25_2024-08-06_14:18:00","Herring0",3,50,"Bill height","Tail",1,1.26713970244592,0.422379900815308,44.1076386717709
"DR25_2024-08-08_11:41:00","Sandlance",6,75,"Bill height","Tail",1,2.48531183935727,0.414218639892879,55.4187192118227
"DR25_2024-08-09_07:09:00","Gadid",5,75,"Bill height","Tail",1,6.1045050607135,1.2209010121427,58.898337611331
"DR25_2024-08-09_07:59:00","UnknownFish",4,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-09_08:47:00","Gadid",5,75,"Bill height","Tail",1,10.683656182715,2.136731236543,69.1433540284287
"DR25_2024-08-09_13:27:00","Gadid",5,50,"Bill height","Head",1,4.21731436206475,0.843462872412951,52.9763088365467
"DR25_2024-08-10_07:35:00","Unknown",3,NA,NA,NA,0,NA,NA,NA
"DR25_2024-08-10_07:35:00","UnknownFish",3,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-10_13:41:00","Gadid",1,50,"Bill height","Tail",1,0.563602997653672,0.563602997653672,47.1967261034785
"DR25_2024-08-10_13:41:00","Herring0",4,50,"Bill height","Tail",1,3.23413435134765,0.808533587836912,53.8618722803716
"DR25_2024-08-10_14:28:00","Herring0",4,50,"Bill height","Head",1,3.48426217221416,0.87106554305354,55.1107274675557
"DR25_2024-08-10_14:28:00","Sandlance",1,50,"Bill height","Tail",1,0.450807025046319,0.450807025046319,56.8033550792171
"DR25_2024-08-10_16:14:00","UnknownFish",5,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-10_20:29:00","Unknown",2,NA,NA,NA,0,NA,NA,NA
"DR25_2024-08-11_09:00:00","Sandlance",3,50,"Bill height","Tail",1,0.905253702570267,0.301751234190089,50.5295612575306
"DR25_2024-08-11_09:00:00","UnknownFish",3,NA,"Bill height","Tail",2,NA,NA,NA
"DR25_2024-08-11_10:23:00","Herring0",2,50,"Bill height","Tail",1,0.4312148076452,0.2156074038226,35.8637317785192
"DR25_2024-08-11_10:23:00","UnknownFish",1,NA,"Bill height","Head",1,NA,NA,NA
"DR25_2024-08-11_12:09:00","Gadid",3,50,"Bill height","Tail",1,2.66370908912245,0.887903029707482,53.7614849719634
"DR25_2024-08-11_12:09:00","Sandlance",2,50,"Bill height","Tail",1,1.35327071604797,0.676635358023984,63.9428615313724
"DR25_2024-08-11_13:07:00","Sandlance",1,100,NA,NA,0,NA,NA,NA
"DR25_2024-08-12_07:46:00","Herring0",3,50,"Bill height","Tail",1,0.804866960960209,0.268288986986736,38.3590225238627
"DR25_2024-08-12_08:55:00","Gadid",2,50,"Bill height","Tail",1,1.1450408457289,0.57252042286445,47.4094990641947
"DR25_2024-08-12_08:55:00","Herring0",2,50,"Bill height","Tail",1,1.7160647658876,0.858032382943802,54.8556839563602
"DR25_2024-08-12_10:21:00","Capelin",1,100,"Headbill","Tail",1,8.15405339613556,8.15405339613556,114.748448196799
"DR25_2024-08-12_11:40:00","Sandlance",3,50,"Bill height","Tail",1,2.09559150158049,0.698530500526831,64.5393128941923
"DR25_2024-08-12_11:40:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-08-13_08:26:00","UnknownFish",5,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-13_08:34:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-08-13_12:42:00","Herring0",1,50,"Bill height","Tail",1,0.493193605669647,0.493193605669647,46.262155887714
"DR25_2024-08-13_12:42:00","Prowfish",1,50,"Bill height","Head",1,3.80404421105738,3.80404421105738,76.8664593264616
"DR25_2024-08-13_12:42:00","Unknown",1,NA,NA,NA,0,NA,NA,NA
"DR25_2024-08-13_14:26:00","UnknownFish",2,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-14_08:24:00","UnknownFish",4,NA,"Bill height","Tail",1,NA,NA,NA
"DR25_2024-08-14_10:03:00","Gadid",2,75,"Bill height","Head",1,6.95830851752739,3.47915425876369,79.5089986426117
"DR25_2024-08-14_10:03:00","Prowfish",1,100,"Bill height","Tail",1,4.733823417153,4.733823417153,82.1159764805315
"DR25_2024-08-14_10:04:00","Herring0",4,50,"Bill height","Tail",1,3.74379425538724,0.935948563846809,56.3425497595747
"DR25_2024-08-14_10:04:00","Sandlance",1,50,"Bill height","Tail",1,0.481241718559811,0.481241718559811,57.8956429462466
"DR25_2024-08-14_10:44:00","Herring0",3,100,"Bill height","Tail",1,1.51328419390581,0.504428064635269,46.5838794819021
"DR25_2024-08-14_12:12:00","Herring0",5,50,"Bill height","Tail",1,3.05675280614878,0.611350561229756,49.4225574326983
"DR26_2024-07-24_17:26:00","Gadid",4,50,"Bill height","Tail",1,3.97761710833122,0.994404277082805,55.5351495081367
"DR26_2024-08-06_14:46:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR26_2024-08-06_20:30:00","UnknownFish",1,NA,NA,NA,0,NA,NA,NA
"DR26_2024-08-07_12:48:00","UnknownFish",2,NA,NA,NA,0,NA,NA,NA
"DR26_2024-08-14_09:08:00","Herring0",7,100,"Bill height","Tail",1,19.8005243737721,2.82864633911029,79.1825198466454
"DR26_2024-08-14_10:27:00","Herring0",3,75,"Bill height","Tail",1,2.35518797515033,0.785062658383443,53.375862852177
"DR2_2024-07-19_19:26:00","Gadid",1,50,"Bill height","Tail",1,0.454428026227704,0.454428026227704,44.3729903536978
"DR2_2024-07-19_19:26:00","Herring0",3,50,"Bill height","Tail",1,0.536247033045874,0.178749011015291,33.8534678527229
"DR2_2024-07-20_14:16:00","Gadid",5,100,"Headbill","Head",1,7.93186637173597,1.58637327434719,63.4876098407071
"DR2_2024-07-21_18:29:00","Gadid",4,100,"Bill height","Tail",1,4.69904516631684,1.17476129157921,58.2517670722552
"DR2_2024-07-22_08:41:00","Gadid",4,75,"Headbill","Head",1,18.8674453688094,4.71686134220234,86.7541071668383
"DR2_2024-07-23_08:52:00","Gadid",5,75,"Headbill","Head",1,19.4999773397209,3.89999546794418,82.153405803721
